food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ash_g_100g,calcium_mg_100g,phosphorus_mg_100g,iron_mg_100g,sodium_mg_100g,potassium_mg_100g,copper_mg_100g,zinc_mg_100g,retinol_mcg_100g,beta_carotene_mcg_100g,carotene_total_mcg_100g,thiamin_mg_100g,riboflavin_mg_100g,niacin_mg_100g,vitamin_c_mg_100g,bdd_percent,tkpi_main_group,tkpi_group_code,category_code,category_name,category_source,food_name_clean,food_name_match,food_name_match_original,urt,urt_qty,urt_unit,gram_per_portion,is_processed_code,exists_in_urt,exists_in_manual_whitelist,remove_processed
DR154,"Terong, segar",DABM-1964,"92,7",28,"1,1","0,2","5,5","2,1","0,5",15,37,"0,4","8,9",187,"0,1","0,1",,46,30,"0,04","0,03","0,5",5,100,D,DR,S,Sayur,tkpi_main_group,"terong, segar",terong,terong,1 gelas,1.0,gelas,100,False,False,False,False
DR155,"Terong asam, segar",KZGMI-2001,"90,5",37,2,"0,4","6,3","3,2","0,8",13,59,"1,5",3,155,"0,3","0,3",,97,,"0,2","0,1","0,8",4,,D,DR,S,Sayur,tkpi_main_group,"terong asam, segar",terong asam,terong asam,1 gelas,1.0,gelas,100,False,False,False,False
DR156,"Terung belanda, segar",KZGPI-1990,"87,3",52,"2,1","1,1","8,6","1,4",1,16,40,"1,1",,,,,0,,8048,"0,42","0,06",0,12,100,D,DR,S,Sayur,tkpi_main_group,"terung belanda, segar",terung belanda,terung belanda,1 gelas,1.0,gelas,100,False,False,False,False
DR157,"Terung bengkulu, segar",KZGPI-1990,"86,6",52,"1,1","0,4","11,2","3,2","0,8",19,39,"1,1","13,7",,"0,16",1,0,85,600,"0,23","0,04",0,6,100,D,DR,S,Sayur,tkpi_main_group,"terung bengkulu, segar",terung bengkulu,terung bengkulu,1 gelas,1.0,gelas,100,False,False,False,False
DR158,"Terong hintalo, segar",KZGMI-2001,"89,2",45,"1,9","0,8","7,5","5,1","0,6",19,268,1,167,142,"0,6","0,2",,552,,"0,2","0,4",,4,,D,DR,S,Sayur,tkpi_main_group,"terong hintalo, segar",terong hintalo,terong hintalo,1 gelas,1.0,gelas,100,False,False,False,False
DR159,Terung panjang,KZGPI-1990,"91,8",25,"2,1","0,1","5,3","0,5","0,7",38,24,"0,7","8,8","53,7","0,09","0,2",0,83,24,"0,15","0,06","0,7",8,100,D,DR,S,Sayur,tkpi_main_group,terung panjang,terung panjang,terung panjang,1 gelas,1.0,gelas,100,False,False,False,False
DR160,"Tomat, air (sari), segar",DABM-1964,94,20,1,"0,2","3,5","0,4","1,3",7,15,"0,4","9,8","225,2","0,06","0,1",,266,600,"0,05","0,03","0,7",10,100,D,DR,S,Sayur,tkpi_main_group,"tomat, air (sari), segar","tomat, air (sari)","tomat, air (sari)",1 gelas,1.0,gelas,100,False,False,False,False
DR161,"Tomat merah, segar",KZGPI-1990,"92,9",24,"1,3","0,5","4,7","1,5","0,6",8,77,"0,6","9,8","164,9","0,14","0,2",,575,2083,"0,06","0,07","0,4",34,100,D,DR,S,Sayur,tkpi_main_group,"tomat merah, segar",tomat merah,tomat merah,1 gelas,1.0,gelas,100,False,False,False,False
DR162,"Tomat muda, segar",DABM-1964,93,24,2,"0,7","3,3","1,8",2,5,27,"0,5","10,3",210,"0,07","0,2",,384,320,"0,07","0,04","0,7",30,95,D,DR,S,Sayur,tkpi_main_group,"tomat muda, segar",tomat muda,tomat muda,1 gelas,1.0,gelas,100,False,False,False,False
DR163,"Uceng/ bunga melinjo, segar",KZGPI-1990,"79,5",82,"5,8","1,3","11,7","4,8","1,7",70,266,"2,4",,,,,,,58,"0,11","0,15",,3,89,D,DR,S,Sayur,tkpi_main_group,"uceng/ bunga melinjo, segar",uceng bunga melinjo,uceng bunga melinjo,1 gelas,1.0,gelas,100,False,False,False,False
DR164,"Umbut kelapa, segar",KZGMI-2001,"89,3",39,2,"0,2","7,2","2,5","1,3",57,49,,4,447,"0,2","1,4",,16,,"0,1","0,1",,8,,D,DR,S,Sayur,tkpi_main_group,"umbut kelapa, segar",umbut kelapa,umbut kelapa,1 gelas,1.0,gelas,100,False,False,False,False
DR165,Umbut rotan,KZGMI-2001,"90,5",34,"2,4","0,3","5,5","2,2","1,3",89,79,"1,3",8,552,"0,2","1,9",,14,,"0,2",,,9,,D,DR,S,Sayur,tkpi_main_group,umbut rotan,umbut rotan,umbut rotan,1 gelas,1.0,gelas,100,False,False,False,False
DR166,"Wortel, segar",KZGPI-1990,"89,9",36,1,"0,6","7,9",1,"0,6",45,74,1,70,245,"0,06","0,3",,3784,7125,"0,04","0,04",1,18,80,D,DR,S,Sayur,tkpi_main_group,"wortel, segar",wortel,wortel,1 gelas,1.0,gelas,100,False,False,False,False
ER001,"Alpukat, segar",DABM-1964,84,85,"0,9","6,5","7,7",,"0,6",10,20,"0,9",2,278,"0,2","0,4",,189,180,"0,05","0,08",1,13,61,E,ER,B,Buah,tkpi_main_group,"alpukat, segar",alpukat,alpukat,,,,,False,False,False,False
ER002,"Anggur hutan, segar",KZGPI- 1990,92,30,"0,5","0,2","6,8","1,2","0,2",39,12,"1,1",,,,,0,,1,"0,01",,,3,100,E,ER,B,Buah,tkpi_main_group,"anggur hutan, segar",anggur hutan,anggur hutan,,,,,False,False,False,False
ER003,"Apel malang, segar",KZGPI- 1990,86,57,"0,5","0,4","12,8","0,8","0,3",9,18,"0,6",4,"175,4","110,16",0,,26,2240,"0,05","0,03","0,1",5,88,E,ER,B,Buah,tkpi_main_group,"apel malang, segar",apel malang,apel malang,,,,,False,True,False,False
ER004,"Apel, segar",DABM-1964,84,58,"0,3","0,4","14,9","2,6","0,3",6,10,"0,3",2,130,"124,2","0,3",,30,90,"0,04","0,03","0,1",5,88,E,ER,B,Buah,tkpi_main_group,"apel, segar",apel,apel,,,,,False,False,False,False
ER005,"Arbai, segar",DABM-1964,90,37,"0,8","0,5","8,3",,"0,5",28,27,"0,8",2,43,"63,52","18,9",,2,60,"0,03",0,"0,1",60,96,E,ER,B,Buah,tkpi_main_group,"arbai, segar",arbai,arbai,,,,,False,False,False,False
ER006,"Belimbing, segar",DABM-1964,90,36,"0,4","0,4","8,8","3,2","0,4",4,12,"1,1",4,130,,"0,1",,29,170,"0,03",,,35,86,E,ER,B,Buah,tkpi_main_group,"belimbing, segar",belimbing,belimbing,1 buah besar,1.0,buah besar,125-140,False,True,False,False
ER007,"Biwah, segar",KZGPI- 1990,87,51,"0,3","0,1","12,1","0,7","0,5",220,14,"0,8",1,"258,6","0,04",0,0,,12256,"0,1","0,02",0,4,66,E,ER,B,Buah,tkpi_main_group,"biwah, segar",biwah,biwah,,,,,False,False,False,False
ER008,"Buah atung, segar",DABM-1964,92,23,"0,8","0,2","5,2",,"1,8",30,50,"4,6",,,,,,,0,"0,29",,,38,80,E,ER,B,Buah,tkpi_main_group,"buah atung, segar",buah atung,buah atung,,,,,False,False,False,False
ER009,"Buah kelenting, segar",KZGMI-2001,74,110,"1,4","2,1","21,4",,"1,2",8,102,"1,1",2,0,"0,3","0,9",,,,"0,2","0,1",,6,77,E,ER,B,Buah,tkpi_main_group,"buah kelenting, segar",buah kelenting,buah kelenting,,,,,False,False,False,False
ER010,"Buah kom, segar",KZGPI- 1990,34,264,4,"1,1","59,6",9,"1,7",306,92,"0,8",,,,,0,,400,"0,11",,0,9,100,E,ER,B,Buah,tkpi_main_group,"buah kom, segar",buah kom,buah kom,,,,,False,False,False,False
ER011,"Buah mentega (bisbul), segar",DABM-1964,89,39,"0,7","0,2","9,7",2,"0,4",43,17,"0,8",1,90,"0,06","0,1",,141,55,"0,02","0,01","0,1",33,50,E,ER,M,Minyak / Lemak,keyword_rule,"buah mentega (bisbul), segar",buah mentega (bisbul),buah mentega (bisbul),,,,,False,False,False,False
ER012,"Buah naga merah, segar",BKP,86,71,"1,7","3,1","9,1","3,2","0,4",13,14,"0,4",10,128,0,"0,4",,0,0,"0,5","0,3","0,5",1,"66,5",E,ER,B,Buah,tkpi_main_group,"buah naga merah, segar",buah naga merah,buah naga merah,,,,,False,False,False,False
ER013,"Buah naga putih, segar",BKP,87,56,"0,8",1,"10,9","3,2","0,6",13,27,"0,5",7,231,0,"0,4",,0,0,"0,02","0,5","0,9",1,"73,6",E,ER,B,Buah,tkpi_main_group,"buah naga putih, segar",buah naga putih,buah naga putih,,,,,False,False,False,False
ER014,"Buah negri, segar",KZGMI-2001,86,55,"1,2","0,1","12,2","5,2","0,8",30,40,"0,2",10,0,"0,1","0,3",,460,,"0,33","0,03","0,1",9,48,E,ER,B,Buah,tkpi_main_group,"buah negri, segar",buah negri,buah negri,,,,,False,False,False,False
ER015,"Buah nona, segar",DABM-1964,72,101,"1,7","0,6","25,2","2,8",1,27,20,"0,8",5,"312,5","325,7","0,1",,49,,"0,08","0,16","0,9",22,58,E,ER,B,Buah,tkpi_main_group,"buah nona, segar",buah nona,buah nona,,,,,False,False,False,False
ER016,"Buah rotan, segar",KZGMI-2001,79,78,"0,6","0,3","18,2",,"1,5",1,7,"3,4",7,495,"0,3","0,7",,,,"0,12",0,,5,,E,ER,B,Buah,tkpi_main_group,"buah rotan, segar",buah rotan,buah rotan,,,,,False,False,False,False
ER017,"Buah rukam, segar",KZGMI-2001,71,113,"0,8","0,3","26,8","7,7","0,8",108,52,"1,2",2,219,"0,3","0,9",,17,,"0,06","0,01",,20,100,E,ER,B,Buah,tkpi_main_group,"buah rukam, segar",buah rukam,buah rukam,,,,,False,False,False,False
ER018,"Buah ruruhi, segar",KZGMI-2001,93,29,"2,1","0,7","3,6","2,6","0,3",6,7,0,36,45,0,"0,1",,7,,"0,06","0,01",,10,82,E,ER,B,Buah,tkpi_main_group,"buah ruruhi, segar",buah ruruhi,buah ruruhi,,,,,False,False,False,False
ER019,"Buah tuppa, segar",KZGMI-2001,83,67,"0,4","0,2","15,9",,1,12,139,"0,5",2,0,"0,2","0,5",,,,"0,04","0,01",,5,,E,ER,B,Buah,tkpi_main_group,"buah tuppa, segar",buah tuppa,buah tuppa,,,,,False,False,False,False
ER020,"Carica papaya, segar",KZGPI- 1990,93,24,"1,9","0,2","3,7",1,"0,9",51,33,"1,8",,,,,0,0,1000,"0,32","0,07",0,85,60,E,ER,B,Buah,tkpi_main_group,"carica papaya, segar",carica papaya,carica papaya,,,,,False,False,False,False
ER021,"Cempedak, segar",DABM-1964,67,116,3,"0,4","28,6","3,4",1,20,30,"1,5",25,"243,7",,,,79,200,0,,"0,5",15,30,E,ER,B,Buah,tkpi_main_group,"cempedak, segar",cempedak,cempedak,,,,,False,False,False,False
ER022,"Duku, segar",DABM-1964,82,63,1,"0,2","16,1","4,3","0,7",18,9,"0,9",2,149,"0,09","0,2",,0,0,"0,05","0,15","1,5",9,64,E,ER,B,Buah,tkpi_main_group,"duku, segar",duku,duku,14 buah sedang,14.0,buah sedang,80,False,True,False,False
ER023,"Durian, segar",DABM-1964,65,149,"2,5",3,"21,5","3,5",8,7,44,"1,3",1,601,"0,12","0,3",,146,175,"0,1","0,19","136,5",53,22,E,ER,B,Buah,tkpi_main_group,"durian, segar",durian,durian,2 biji besar,2.0,biji besar,35,False,True,False,False
ER024,"Duwet, segar",KZGPI- 1990,80,80,"0,5","0,6","18,2","0,9","0,5",33,138,"1,3",16,"92,7","191,28","0,3",0,329,0,"0,02","0,01","2,5",130,67,E,ER,B,Buah,tkpi_main_group,"duwet, segar",duwet,duwet,,,,,False,False,False,False
ER025,"Embacang, segar",DABM-1964,73,98,"1,4","0,2","25,4","1,9","0,5",21,15,"0,5",3,"250,9","0,13","0,1",,2533,1218,"0,03","0,09","0,7",56,65,E,ER,B,Buah,tkpi_main_group,"embacang, segar",embacang,embacang,,,,,False,False,False,False
ER026,"Encung asam, segar",KZGPI- 1990,73,122,"3,5","4,5","17,5","9,3","1,5",63,69,"3,2",,,,,0,,2357,"0,02",,,0,98,E,ER,B,Buah,tkpi_main_group,"encung asam, segar",encung asam,encung asam,,,,,False,False,False,False
ER027,"Erbis, segar",DABM-1964,80,70,"0,6",0,"18,9","7,7","0,5",11,50,"1,1",21,"257,1","0,06","0,1",,549,10,0,"0,1","1,1",16,33,E,ER,B,Buah,tkpi_main_group,"erbis, segar",erbis,erbis,,,,,False,False,False,False
ER028,Gandaria masak,DABM-1964,81,68,"0,7","0,1",18,"2,2","0,4",9,20,1,3,129,,,,329,1020,"0,03","0,07","0,7",111,70,E,ER,B,Buah,tkpi_main_group,gandaria masak,gandaria masak,gandaria masak,,,,,False,False,False,False
ER029,"Gatep, segar",KZGPI- 1990,53,191,"4,5","1,5","39,7","13,4","1,6",186,69,"3,2",17,"403,3","0,69","1,3",,51,,"0,05","0,2","1,8",,100,E,ER,B,Buah,tkpi_main_group,"gatep, segar",gatep,gatep,,,,,False,False,False,False
ER030,"Jambu air, segar",DABM-1964,87,46,"0,6","0,2","11,8","2,1","0,8",8,9,"1,1",11,"321,2",,"0,1",,92,,"0,02","0,38","4,6",5,90,E,ER,G,Gula,keyword_rule,"jambu air, segar",jambu air,jambu air,,,,,False,True,False,False
ER031,Jambu biji,DABM-1964,86,64,"0,9","0,3","12,2","2,4","0,6",14,28,"1,1",10,"52,8","0,02","0,3",,27,25,"0,02","0,03","0,8",87,82,E,ER,G,Gula,keyword_rule,jambu biji,jambu biji,jambu biji,,,,,False,True,False,False
ER032,Jambu bj putih tdk brbj,KZGPI- 1990,83,61,"0,9","0,3","15,4","4,5","0,6",31,41,"0,2",20,103,"0,04","0,5",,53,18,"1,02","0,06","1,3",116,82,E,ER,G,Gula,keyword_rule,jambu bj putih tdk brbj,jambu bj putih tdk brbj,jambu bj putih tdk brbj,,,,,False,False,False,False
ER033,"Jambu bol, segar",KZGMI-2001,87,49,"2,3","0,2","9,6","3,5","0,8",8,8,"0,3",1,14,0,0,,92,,"0,13","0,01","0,5",22,67,E,ER,G,Gula,keyword_rule,"jambu bol, segar",jambu bol,jambu bol,,,,,False,True,False,False
ER034,"Jambu monyet, segar",DABM-1964,83,49,"0,7","0,6","15,8","1,2","0,3",4,13,"0,5",12,"107,8",,,,1604,25,"0,02",0,2,197,90,E,ER,G,Gula,keyword_rule,"jambu monyet, segar",jambu monyet,jambu monyet,,,,,False,False,False,False
ER035,"Jeruk bali, segar",DABM-1964,86,48,"0,6","0,2","12,4","0,8","0,5",23,27,"0,5",21,"366,1","171,25","0,1",,33,20,"0,04",0,"0,4",43,62,E,ER,B,Buah,tkpi_main_group,"jeruk bali, segar",jeruk bali,jeruk bali,1 potong,1.0,potong,105,False,True,False,False
ER036,"Jeruk banjar, segar",KZGMI-2001,85,61,"0,8","0,2","14,1","5,4","0,4",9,13,"0,2",3,79,"0,1","0,1",,9,,"0,12","0,03","0,3",31,72,E,ER,B,Buah,tkpi_main_group,"jeruk banjar, segar",jeruk banjar,jeruk banjar,,,,,False,False,False,False
ER037,Jeruk garut-keprok,DABM-1964,87,44,"0,8","0,3","10,9","1,6","0,7",33,23,"0,4",5,"518,1","169,3","0,2",,0,420,"0,07","0,03","0,2",31,71,E,ER,B,Buah,tkpi_main_group,jeruk garut-keprok,jeruk garut-keprok,jeruk garut-keprok,,,,,False,False,False,False
ER038,"Jeruk Kalamansi, segar",BKP,90,39,"0,3","0,3","8,9","2,3","0,4",42,85,"0,5",3,82,"0,3","0,1",,1,0,"0,02","0,1",0,30,100,E,ER,B,Buah,tkpi_main_group,"jeruk kalamansi, segar",jeruk kalamansi,jeruk kalamansi,,,,,False,False,False,False
ER039,"Jeruk manis, segar",DABM-1964,87,45,"0,9","0,2","11,2","1,4","0,5",33,23,"0,4",4,"472,1",160,"0,2",,0,190,"0,08","0,03","0,2",49,72,E,ER,B,Buah,tkpi_main_group,"jeruk manis, segar",jeruk manis,jeruk manis,2 buah sedang,2.0,buah sedang,100,False,True,False,False
ER040,"Jeruk nipis, segar",KZGPI- 1990,89,44,"0,5","0,2",10,"0,4","0,4",18,22,"0,2",3,"108,9","0,06","0,1",,23,4,"0,01","0,03","0,2",20,76,E,ER,B,Buah,tkpi_main_group,"jeruk nipis, segar",jeruk nipis,jeruk nipis,1 ½ gelas,1.5,gelas,135,False,True,False,False
ER041,"Jeruk ragi, segar",KZGPI- 1990,88,49,"0,7","0,2","11,1","0,5","0,4",36,67,"0,7",4,"457,3",155,"0,2",,0,68,"0,03","0,03","0,2",30,59,E,ER,B,Buah,tkpi_main_group,"jeruk ragi, segar",jeruk ragi,jeruk ragi,,,,,False,False,False,False
ER042,"Kawista, segar",KZGPI- 1990,72,120,"3,5","2,5","20,8","4,6","1,4",190,230,"1,6",9,"1015,6","308,43","0,4",,99,,"0,07","0,07","0,4",3,72,E,ER,B,Buah,tkpi_main_group,"kawista, segar",kawista,kawista,,,,,False,False,False,False
ER043,"Kedondong masak, segar",DABM-1964,88,46,1,"0,1","10,3","2,6","0,6",15,22,"2,8",2,"216,2","0,03","0,1",,164,233,"0,08","0,23","0,3",30,58,E,ER,B,Buah,tkpi_main_group,"kedondong masak, segar",kedondong masak,kedondong masak,,,,,False,False,False,False
ER044,"Kedondong, segar",KZGMI-2001,88,47,"0,5","0,2","10,4","2,7","0,6",7,58,"0,8",2,0,,"0,2",,,,,,"0,4",32,58,E,ER,B,Buah,tkpi_main_group,"kedondong, segar",kedondong,kedondong,2 buah sedang/besar,2.0,buah sedang/besar,100/120,False,True,False,False
ER045,"Kelapa hutan, kering",KZGMI-2001,6,623,2,"52,1","36,5","15,3","3,4",120,280,"3,8",100,460,"1,7","1,9",,,,,,"0,2",,,E,ER,B,Buah,tkpi_main_group,"kelapa hutan, kering","kelapa hutan, kering","kelapa hutan, kering",,,,,False,False,False,False
ER046,"Kelapa muda, daging, segar",DABM-1964,83,68,1,"0,9",14,0,"0,8",7,30,1,18,"564,6","0,14","0,3",0,,,,,"0,6",4,53,E,ER,B,Buah,tkpi_main_group,"kelapa muda, daging, segar","kelapa muda, daging","kelapa muda, daging",,,,,False,False,False,False
ER047,"Kemang, segar",DABM-1964,87,48,1,"0,2","11,9","1,7","0,4",10,24,"0,1",2,"88,6","0,04","0,1",,,6,,,"0,3",58,65,E,ER,B,Buah,tkpi_main_group,"kemang, segar",kemang,kemang,,,,,False,False,False,False
ER048,"Kesemek, segar",DABM-1964,78,78,"0,8","0,4",20,"0,6","0,6",6,26,"0,3",0,"34,5","0,13","0,1",,,2710,,,"0,1",11,97,E,ER,B,Buah,tkpi_main_group,"kesemek, segar",kesemek,kesemek,1 ½ buah,1.5,buah,65,False,True,False,False
ER049,"Kokosan, segar",DABM-1964,85,86,"1,6","0,2",13,"1,4","0,2",22,38,"1,3",2,"118,3","0,08","0,2",,,20,,,"1,5",3,64,E,ER,B,Buah,tkpi_main_group,"kokosan, segar",kokosan,kokosan,,,,,False,False,False,False
ER050,"Kranji, segar",KZGPI- 1990,20,315,"2,1","1,4","73,5","3,6","2,9",160,120,"3,7",,,,,,,,,,,,31,E,ER,B,Buah,tkpi_main_group,"kranji, segar",kranji,kranji,,,,,False,False,False,False
ER051,"Langsat, segar",DABM-1964,84,56,"0,9","0,2","14,3","1,4","0,5",17,24,"1,1",1,232,"0,09","0,2",,,0,,,"0,8",9,64,E,ER,B,Buah,tkpi_main_group,"langsat, segar",langsat,langsat,,,,,False,False,False,False
ER052,"Lemon, segar",KZGMI-2001,92,34,"0,5","0,8","6,2","0,1","0,3",23,20,"0,3",31,140,"0,1","0,2",,,,,,"0,3",50,100,E,ER,B,Buah,tkpi_main_group,"lemon, segar",lemon,lemon,,,,,False,False,False,False
ER053,"Lontar, segar",KZGPI- 1990,93,27,"0,4","0,2",6,"1,6","0,4",91,243,"0,5",,,,,,,,,,,,79,E,ER,B,Buah,tkpi_main_group,"lontar, segar",lontar,lontar,,,,,False,False,False,False
ER054,"Mangga, segar",KZGMI-2001,87,52,"0,7",0,"12,3","1,6","0,2",20,16,1,3,140,"0,33",0,,,,,,"0,3",12,65,E,ER,B,Buah,tkpi_main_group,"mangga, segar",mangga,mangga,¾ buah besar,0.75,buah besar,90,False,True,False,False
ER055,"Mangga benggala, segar",KZGMI-2001,84,63,"2,4","0,4","12,4","5,8","0,4",9,13,"0,2",3,79,"0,1","0,1",,,,,,"0,4",43,65,E,ER,B,Buah,tkpi_main_group,"mangga benggala, segar",mangga benggala,mangga benggala,,,,,False,False,False,False
ER056,"Mangga gedung, segar",DABM-1964,87,44,"0,7","0,2","11,2","1,6","0,5",13,10,"0,2",2,"83,6","0,04","0,1",,,16400,,,"0,3",30,65,E,ER,B,Buah,tkpi_main_group,"mangga gedung, segar",mangga gedung,mangga gedung,,,,,False,False,False,False
ER057,"Mangga golek, segar",DABM-1964,82,63,"0,5","0,2","16,7","2,3","0,4",14,10,"0,7",3,"118,1","0,05","0,1",,,3715,,,"0,4",65,65,E,ER,B,Buah,tkpi_main_group,"mangga golek, segar",mangga golek,mangga golek,,,,,False,False,False,False
ER058,"Mangga harumanis, segar",DABM-1964,87,46,"0,4","0,2","11,9","1,7","0,8",15,9,"0,2",2,"88,9","0,04","0,1",,,1200,,,"0,3",6,65,E,ER,B,Buah,tkpi_main_group,"mangga harumanis, segar",mangga harumanis,mangga harumanis,,,,,False,False,False,False
ER059,"Mangga indramayu, segar",DABM-1964,80,72,"0,8","0,2","18,7","2,5","0,1",13,10,"1,9",3,"131,4","0,06","0,1",,,2900,,,"0,5",16,65,E,ER,B,Buah,tkpi_main_group,"mangga indramayu, segar",mangga indramayu,mangga indramayu,,,,,False,False,False,False
ER060,"Mangga kopek, segar",DABM-1964,85,56,"0,4","0,2","14,6",2,"0,3",16,10,"1,7",2,"102,9","0,04","0,1",,,6520,,,"0,4",27,65,E,ER,B,Buah,tkpi_main_group,"mangga kopek, segar",mangga kopek,mangga kopek,,,,,False,False,False,False
ER061,"Mangga kwini, segar",KZGMI-2001,79,86,"0,7","0,5","19,8","6,5","0,4",11,11,"0,2",1,16,"0,1","0,1",,,,,,"0,5",18,65,E,ER,B,Buah,tkpi_main_group,"mangga kwini, segar",mangga kwini,mangga kwini,,,,,False,False,False,False
ER062,"Mangga manalagi, segar",KZGMI-2001,67,133,1,"0,1","32,1","11,8","0,3",20,23,1,70,161,0,0,0,,,,,"0,6",61,65,E,ER,B,Buah,tkpi_main_group,"mangga manalagi, segar",mangga manalagi,mangga manalagi,,,,,False,False,False,False
ER063,"Mangga muda, segar",DABM-1964,84,59,"0,5","0,4","15,1",,"0,3",12,11,"0,4",2,"108,2","0,05","0,1",,,85,,,"0,4",2,73,E,ER,B,Buah,tkpi_main_group,"mangga muda, segar",mangga muda,mangga muda,,,,,False,False,False,False
ER064,"Manggis, segar",DABM-1964,83,63,"0,6","0,6","15,6","1,5","0,2",8,12,"0,8",10,"61,9","0,1","0,1",,0,0,"0,03","0,03","0,3",5,29,E,ER,B,Buah,tkpi_main_group,"manggis, segar",manggis,manggis,2 buah sedang,2.0,buah sedang,80,False,True,False,False
ER065,"Markisa, segar",KZGPI- 1990,65,144,"3,5","1,2","29,8","11,4","0,8",27,203,"1,4",37,"453,8","0,11","0,1",0,969,691,"0,02","0,17",2,10,48,E,ER,B,Buah,tkpi_main_group,"markisa, segar",markisa,markisa,¾ buah sedang,0.75,buah sedang,35,False,True,False,False
ER066,"Matoa, segar",KZGMI-2001,77,90,"1,2","0,1","21,1","0,5","1,1",20,40,"0,6",10,190,"0,3","0,6",,2,,"0,18","0,09","0,5",54,40,E,ER,B,Buah,tkpi_main_group,"matoa, segar",matoa,matoa,,,,,False,False,False,False
ER067,"Melon, segar",BKP,91,37,"0,6","0,4","7,8",1,"0,5",12,14,"0,4",27,167,"0,3","0,1",,1,0,"0,02","0,1",0,0,"58,1",E,ER,B,Buah,tkpi_main_group,"melon, segar",melon,melon,1 potong,1.0,potong,90,False,True,False,False
ER068,"Menteng, segar",DABM-1964,79,65,"1,7","0,3","16,1",,"2,9",13,20,"0,8",,,,,,,0,0,,,,64,E,ER,B,Buah,tkpi_main_group,"menteng, segar",menteng,menteng,,,,,False,False,False,False
ER069,"Nanas palembang, segar",KZGMI-2001,86,58,"0,7","0,2","13,3","1,6","0,3",29,15,"0,6",7,117,"0,03","0,1",,17,,"0,26","0,03","0,2",11,53,E,ER,B,Buah,tkpi_main_group,"nanas palembang, segar",nanas palembang,nanas palembang,,,,,False,False,False,False
ER070,"Nanas, segar",KZGPI- 1990,89,40,"0,6","0,3","9,9","0,6","0,3",22,14,"0,9",18,111,"0,03","0,1",0,17,90,"0,02","0,04","0,2",22,53,E,ER,B,Buah,tkpi_main_group,"nanas, segar",nanas,nanas,,,,,False,False,False,False
ER071,"Nangka masak pohon, segar",DABM-1964,70,106,"1,2","0,3","27,6","3,7","2,7",20,19,"0,9",2,407,"246,58","1,4",,149,330,"0,07","0,1",1,7,28,E,ER,B,Buah,tkpi_main_group,"nangka masak pohon, segar",nangka masak pohon,nangka masak pohon,,,,,False,False,False,False
ER072,"Pala, daging, segar",DABM-1964,88,42,"0,3","0,2","10,9","0,5","0,5",32,24,"1,5",,,,,,,29,,,,22,30,E,ER,B,Buah,tkpi_main_group,"pala, daging, segar","pala, daging","pala, daging",,,,,False,False,False,False
ER073,"Pepaya, segar",DABM-1964,87,46,"0,5","0,1","12,2","1,6","0,6",23,12,"1,7",4,221,"0,02","0,3",,1038,365,"0,04","0,06","0,4",78,75,E,ER,B,Buah,tkpi_main_group,"pepaya, segar",pepaya,pepaya,1 potong besar,1.0,potong besar,100-190,False,True,False,False
ER074,"Pisang ambon, segar",KZGMI-2001,73,108,1,"0,8","24,3","1,9",1,20,30,"0,2",10,"356,3","0,2","0,2",,37,,"0,05","0,11","0,1",9,75,E,ER,B,Buah,tkpi_main_group,"pisang ambon, segar",pisang ambon,pisang ambon,1 buah sedang,1.0,buah sedang,50,False,True,False,False
ER075,"Pisang angleng (pisang ampyang), segar",DABM-1964,80,68,"1,3","0,2","17,2","0,8",1,10,26,"0,6",23,"215,7","0,04",0,,9,76,"0,08","0,05","2,5",6,75,E,ER,B,Buah,tkpi_main_group,"pisang angleng (pisang ampyang), segar",pisang angleng (pisang ampyang),pisang angleng (pisang ampyang),,,,,False,False,False,False
ER076,"Pisang ayam, segar",KZGMI-2001,71,120,"1,1","0,2","26,8","4,1","0,7",20,61,"0,4",6,392,"0,1","0,3",,24,,"0,1","0,02",1,26,75,E,ER,B,Buah,tkpi_main_group,"pisang ayam, segar",pisang ayam,pisang ayam,,,,,False,False,False,False
ER077,"Pisang gapi, segar",KZGMI-2001,66,131,"1,6","0,1","31,1","11,7",1,58,40,"0,3",6,392,"0,13","0,3",,13,,"0,18","0,02","0,3",13,75,E,ER,B,Buah,tkpi_main_group,"pisang gapi, segar",pisang gapi,pisang gapi,,,,,False,False,False,False
ER078,"Pisang goroho, segar",KZGMI-2001,69,119,"1,5","0,2","27,9","4,6",1,2,30,"0,2",36,359,"0,13","0,3",,11,,"0,15","0,02","1,1",10,75,E,ER,B,Buah,tkpi_main_group,"pisang goroho, segar",pisang goroho,pisang goroho,,,,,False,False,False,False
ER079,"Pisang hijau, segar",KZGPI- 1990,69,121,1,"0,1","28,9","0,4","1,1",9,37,"0,9",31,"529,4","0,28","0,6",,48,1000,"0,13","0,06",0,13,72,E,ER,B,Buah,tkpi_main_group,"pisang hijau, segar",pisang hijau,pisang hijau,,,,,False,False,False,False
ER080,"Pisang kayu, segar",KZGMI-2001,74,100,"1,4","0,5","23,6","2,6","0,6",15,0,"0,1",1,493,"0,08","0,3",,3,,"0,1",0,"0,6",11,75,E,ER,B,Buah,tkpi_main_group,"pisang kayu, segar",pisang kayu,pisang kayu,,,,,False,False,False,False
